tconst,Title,Movie,Show,Season,Episode,imgCount,iPhone,iPad,iMac,MacBook,macOS,AirPods,Apple Watch,Page,averageRating,numVotes,startYear
tt5875444,Slow Horses,0,1,3,2,15,1,0,0,0,0,0,0,6,7.9,47180,2022
tt5875444,Slow Horses,0,1,3,1,2,1,0,0,0,0,0,0,6,7.9,47180,2022
tt5875444,Slow Horses,0,1,2,6,3,1,0,0,0,0,0,0,111,7.9,47180,2022
tt5875444,Slow Horses,0,1,2,5,2,1,0,0,0,0,0,0,111,7.9,47180,2022
tt5875444,Slow Horses,0,1,2,4,1,1,0,0,0,0,0,0,113,7.9,47180,2022
tt5875444,Slow Horses,0,1,1,2,1,1,0,0,0,0,0,0,174,7.9,47180,2022
tt5875444,Slow Horses,0,1,1,1,2,0,0,0,1,0,0,0,174,7.9,47180,2022
tt7991508,Finestkind (2023),1,0,,,18,1,0,0,0,0,0,0,3,6.4,173,2023
tt14647404,Cat Person (2023),1,0,,,61,0,0,0,1,0,0,0,3,6,485,2023
tt6722400,Fast Charlie (2023),1,0,,,11,1,0,0,0,0,0,0,4,9.4,96,2023
tt11952974,SurrealEstate,0,1,2,10,4,0,0,0,1,0,0,0,5,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,10,31,1,0,0,0,0,0,0,5,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,10,4,0,1,0,0,0,0,0,5,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,9,3,0,0,0,1,0,0,0,5,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,8,91,0,0,0,1,0,0,0,8,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,8,17,1,0,0,0,0,0,0,8,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,7,68,0,0,0,1,0,0,0,9,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,7,2,1,0,0,0,0,0,0,9,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,6,39,0,0,0,1,0,0,0,10,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,6,10,0,1,0,1,0,0,0,10,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,6,10,0,1,0,0,0,0,0,10,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,5,21,0,0,0,1,0,0,0,13,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,5,3,1,0,0,0,0,0,0,13,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,4,53,0,0,0,1,0,0,0,14,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,4,10,1,0,0,0,0,0,0,14,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,3,20,0,0,0,1,0,0,0,16,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,3,10,1,0,0,0,0,0,0,16,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,3,20,0,1,0,0,0,0,0,16,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,2,2,1,0,0,0,0,0,0,20,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,1,72,0,0,0,1,0,0,0,23,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,1,1,1,0,0,0,0,0,0,23,7.1,3772,2021
tt11952974,SurrealEstate,0,1,2,1,18,0,1,0,0,0,0,0,23,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,10,1,0,0,0,1,0,0,0,227,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,9,1,1,0,0,0,0,0,0,228,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,9,3,0,0,1,0,0,0,0,228,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,8,2,0,0,0,1,0,0,0,232,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,8,1,0,1,0,0,0,0,0,232,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,8,1,0,0,1,0,0,0,0,232,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,7,3,0,0,0,1,0,0,0,235,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,7,1,1,0,0,0,0,0,0,235,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,6,5,0,0,0,1,0,0,0,236,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,6,1,1,0,0,0,0,0,0,236,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,6,1,0,1,0,0,0,0,0,236,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,6,3,0,0,1,0,0,0,0,236,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,5,1,0,0,0,1,0,0,0,238,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,4,1,1,0,0,0,0,0,0,238,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,4,1,0,0,1,0,0,0,0,238,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,3,1,0,0,0,1,0,0,0,241,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,3,1,1,0,0,0,0,0,0,241,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,3,2,0,0,1,0,0,0,0,241,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,2,1,0,0,0,1,0,0,0,242,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,2,1,1,0,0,0,0,0,0,242,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,1,1,0,0,0,1,0,0,0,244,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,1,1,1,0,0,0,0,0,0,244,7.1,3772,2021
tt11952974,SurrealEstate,0,1,1,1,1,0,0,1,0,0,0,0,244,7.1,3772,2021
tt9077530,Virgin River,0,1,5,12,32,0,0,0,0,0,0,1,5,7.4,49168,2019
tt9077530,Virgin River,0,1,5,10,2,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,7,1,0,0,0,1,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,6,2,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,5,3,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,5,1,1,0,0,0,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,4,8,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,4,1,1,0,0,0,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,3,2,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,3,2,1,0,0,0,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,2,1,0,0,0,0,0,0,1,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,2,11,0,0,0,1,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,5,1,20,0,0,0,1,0,0,0,31,7.4,49168,2019
tt9077530,Virgin River,0,1,4,12,2,0,0,0,1,0,0,0,148,7.4,49168,2019
tt9077530,Virgin River,0,1,4,12,2,1,0,0,0,0,0,0,148,7.4,49168,2019
tt9077530,Virgin River,0,1,4,10,1,0,0,0,1,0,0,0,148,7.4,49168,2019
tt9077530,Virgin River,0,1,4,10,1,0,0,0,1,0,0,0,148,7.4,49168,2019
tt9077530,Virgin River,0,1,4,9,1,0,0,0,1,0,0,0,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,8,1,0,0,0,0,0,0,1,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,8,4,1,0,0,0,0,0,0,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,7,1,0,0,0,0,0,0,1,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,7,2,0,0,0,1,0,0,0,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,4,1,0,0,0,0,0,0,1,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,3,1,0,0,0,0,0,0,1,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,3,1,0,0,0,1,0,0,0,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,3,1,1,0,0,0,0,0,0,149,7.4,49168,2019
tt9077530,Virgin River,0,1,4,2,1,0,0,0,0,0,0,1,149,7.4,49168,2019
tt9077530,Virgin River,0,1,3,10,1,1,0,0,0,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,8,1,1,0,0,0,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,7,1,0,0,0,1,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,4,2,0,0,0,1,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,4,1,0,0,0,0,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,2,2,1,0,0,0,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,3,1,1,0,0,0,1,0,0,0,246,7.4,49168,2019
tt9077530,Virgin River,0,1,2,9,1,0,0,0,1,0,0,0,294,7.4,49168,2019
tt9077530,Virgin River,0,1,2,8,1,0,0,0,0,0,0,1,294,7.4,49168,2019
tt9077530,Virgin River,0,1,2,8,2,0,0,0,1,0,0,0,294,7.4,49168,2019
tt9077530,Virgin River,0,1,2,8,1,1,0,0,0,0,0,0,294,7.4,49168,2019
tt9077530,Virgin River,0,1,2,7,1,1,0,0,0,0,0,0,295,7.4,49168,2019
tt9077530,Virgin River,0,1,2,5,2,0,0,0,1,0,0,0,295,7.4,49168,2019
tt9077530,Virgin River,0,1,2,4,1,1,0,0,0,0,0,0,295,7.4,49168,2019
tt9077530,Virgin River,0,1,2,3,2,1,0,0,0,0,0,0,295,7.4,49168,2019
tt9077530,Virgin River,0,1,2,2,1,0,0,0,0,0,0,1,295,7.4,49168,2019
tt7908756,Shining Vale,0,1,2,8,27,1,0,0,0,0,0,0,6,7,4740,2022
tt7908756,Shining Vale,0,1,2,8,3,1,0,0,1,0,0,0,6,7,4740,2022
tt7908756,Shining Vale,0,1,2,7,22,1,0,0,0,0,0,0,8,7,4740,2022
tt7908756,Shining Vale,0,1,2,6,6,1,0,0,0,0,0,0,9,7,4740,2022
tt7908756,Shining Vale,0,1,2,13,3,1,0,0,0,0,0,0,10,7,4740,2022
tt7908756,Shining Vale,0,1,2,4,14,1,0,0,0,0,0,0,13,7,4740,2022
tt7908756,Shining Vale,0,1,2,4,3,1,0,0,0,0,1,0,13,7,4740,2022
tt7908756,Shining Vale,0,1,2,3,49,1,0,0,0,0,0,0,14,7,4740,2022
tt7908756,Shining Vale,0,1,1,8,2,0,0,0,1,0,0,0,170,7,4740,2022
tt7908756,Shining Vale,0,1,1,8,1,1,0,0,0,0,0,0,170,7,4740,2022
tt7908756,Shining Vale,0,1,1,6,1,0,0,0,1,0,0,0,174,7,4740,2022
tt7908756,Shining Vale,0,1,1,6,1,1,0,0,0,0,0,0,174,7,4740,2022
tt7908756,Shining Vale,0,1,1,6,1,1,0,0,0,0,0,0,174,7,4740,2022
tt7908756,Shining Vale,0,1,1,4,3,0,0,0,1,0,0,0,178,7,4740,2022
tt7908756,Shining Vale,0,1,1,4,3,0,0,1,0,0,0,0,178,7,4740,2022
tt7908756,Shining Vale,0,1,1,3,6,0,0,0,1,0,0,0,180,7,4740,2022
tt7908756,Shining Vale,0,1,1,3,2,0,0,1,1,0,0,0,180,7,4740,2022
tt7908756,Shining Vale,0,1,1,2,1,0,0,0,1,0,0,0,182,7,4740,2022
tt7908756,Shining Vale,0,1,1,2,1,1,0,0,0,0,0,0,182,7,4740,2022
tt7908756,Shining Vale,0,1,1,1,1,0,0,0,1,0,0,0,182,7,4740,2022
tt13651794,May December (2023),1,0,,,5,0,0,0,1,0,0,0,6,7.4,1345,2023
tt13651794,May December (2023),1,0,,,9,1,0,0,0,0,0,0,6,7.4,1345,2023
tt27619382,It's a Wonderful Knife (2023),1,0,,,4,0,0,0,1,0,0,0,6,5.6,192,2023
tt19890316,What Happens Later (2023),1,0,,,25,1,0,0,0,0,0,0,7,7.6,14,2023
tt15744298,Freelance (2023),1,0,,,24,0,0,1,1,0,0,0,7,5.3,374,2023
tt15744298,Freelance (2023),1,0,,,106,1,0,0,0,0,0,0,7,5.3,374,2023
tt15744298,Freelance (2023),1,0,,,9,0,0,1,0,0,0,0,7,5.3,374,2023
tt10329042,All Rise,0,1,3,20,2,0,0,0,0,0,0,1,8,7,5715,2019
tt10329042,All Rise,0,1,3,20,2,1,0,0,0,0,0,0,8,7,5715,2019
tt10329042,All Rise,0,1,3,19,13,0,0,0,1,0,0,0,9,7,5715,2019
tt10329042,All Rise,0,1,3,19,1,1,0,0,0,0,0,0,9,7,5715,2019
tt10329042,All Rise,0,1,3,17,2,1,0,0,0,0,0,0,13,7,5715,2019
tt10329042,All Rise,0,1,3,17,11,0,0,0,1,0,0,0,13,7,5715,2019
tt10329042,All Rise,0,1,3,17,19,1,0,0,0,0,0,0,14,7,5715,2019
tt10329042,All Rise,0,1,3,16,5,0,0,0,0,0,0,1,15,7,5715,2019
tt10329042,All Rise,0,1,3,16,7,1,0,0,0,0,0,0,15,7,5715,2019
tt10329042,All Rise,0,1,3,15,1,0,0,0,0,0,0,1,19,7,5715,2019
tt10329042,All Rise,0,1,3,15,3,0,0,0,1,0,0,0,19,7,5715,2019
tt10329042,All Rise,0,1,3,15,5,1,0,0,0,0,0,0,19,7,5715,2019
tt10329042,All Rise,0,1,3,14,7,0,0,0,0,0,0,1,22,7,5715,2019
tt10329042,All Rise,0,1,3,14,3,1,0,0,0,0,0,0,22,7,5715,2019
tt10329042,All Rise,0,1,3,14,2,0,1,0,0,0,0,0,22,7,5715,2019
tt10329042,All Rise,0,1,3,14,21,0,1,0,0,0,0,0,22,7,5715,2019
tt10329042,All Rise,0,1,3,13,5,0,0,0,0,0,0,1,24,7,5715,2019
tt10329042,All Rise,0,1,3,13,6,0,0,0,1,0,0,0,24,7,5715,2019
tt10329042,All Rise,0,1,3,12,3,0,0,0,0,0,0,1,27,7,5715,2019
tt10329042,All Rise,0,1,3,12,3,1,0,0,0,0,0,0,27,7,5715,2019
tt10329042,All Rise,0,1,3,12,18,0,0,0,1,0,0,0,27,7,5715,2019
tt10329042,All Rise,0,1,3,12,1,1,0,0,0,0,0,0,27,7,5715,2019
tt10329042,All Rise,0,1,3,12,2,1,0,0,0,0,0,0,27,7,5715,2019
tt10329042,All Rise,0,1,3,12,2,1,0,0,0,0,0,0,27,7,5715,2019
tt10329042,All Rise,0,1,3,11,2,0,0,0,0,0,0,1,28,7,5715,2019
tt10329042,All Rise,0,1,3,11,1,1,0,0,0,0,0,0,28,7,5715,2019
tt10329042,All Rise,0,1,3,11,1,0,1,0,0,0,0,0,28,7,5715,2019
tt10329042,All Rise,0,1,3,9,1,0,0,0,0,0,0,1,145,7,5715,2019
tt10329042,All Rise,0,1,3,9,1,0,0,0,1,0,0,0,145,7,5715,2019
tt10329042,All Rise,0,1,3,8,1,1,0,0,0,0,0,0,147,7,5715,2019
tt10329042,All Rise,0,1,3,8,2,0,1,0,0,0,0,0,147,7,5715,2019
tt10329042,All Rise,0,1,3,8,1,0,0,0,0,0,1,0,147,7,5715,2019
tt10329042,All Rise,0,1,3,7,2,0,0,0,0,0,0,1,150,7,5715,2019
tt10329042,All Rise,0,1,3,7,1,0,0,0,0,0,1,0,150,7,5715,2019
tt10329042,All Rise,0,1,3,6,4,0,1,0,0,0,0,0,150,7,5715,2019
tt10329042,All Rise,0,1,3,1,3,0,0,0,1,0,0,0,157,7,5715,2019
tt10329042,All Rise,0,1,3,1,1,0,0,0,1,0,0,0,157,7,5715,2019
tt10329042,All Rise,0,1,2,9,1,1,0,0,0,0,0,0,281,7,5715,2019
tt10329042,All Rise,0,1,2,2,1,1,0,0,0,0,0,0,296,7,5715,2019
tt8002382,The Marsh King's Daughter (2023),1,0,,,1,0,0,0,1,0,0,0,8,7.3,94,2023
tt6048442,Back on the Strip (2023),1,0,,,2,0,0,0,1,0,0,0,8,4.7,163,2023
tt6048442,Back on the Strip (2023),1,0,,,15,0,0,0,1,0,0,0,8,4.7,163,2023
tt6048442,Back on the Strip (2023),1,0,,,1,0,1,0,0,0,0,0,8,4.7,163,2023
tt3701150,Sick Girl (2023),1,0,,,1,1,0,0,0,0,0,0,8,6.7,63,2023
tt1136617,The Killer (2023),1,0,,,22,0,0,0,1,0,0,0,11,7.4,1190,2023
tt1136617,The Killer (2023),1,0,,,11,0,0,0,1,0,0,0,11,7.4,1190,2023
tt1136617,The Killer (2023),1,0,,,3,0,0,1,0,0,0,0,11,7.4,1190,2023
tt7203552,The Morning Show,0,1,3,10,21,0,0,0,1,0,0,0,11,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,10,1,0,1,0,0,0,0,0,11,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,10,2,0,0,1,0,0,0,0,11,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,10,3,0,0,1,0,0,0,0,11,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,9,3,1,0,0,0,0,0,0,13,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,9,2,1,0,0,1,0,0,0,13,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,9,42,0,0,0,1,0,0,0,13,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,9,1,0,0,1,0,0,0,0,13,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,83,0,0,0,1,0,0,0,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,10,0,0,0,1,0,0,0,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,17,1,0,0,0,0,0,0,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,12,0,1,0,0,0,0,0,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,9,0,1,0,0,0,0,1,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,8,40,0,0,1,0,0,0,0,15,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,18,0,0,0,1,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,4,1,0,0,1,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,31,1,0,0,0,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,12,0,1,1,0,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,2,0,0,1,0,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,7,1,0,0,0,0,0,0,0,19,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,5,0,0,0,1,0,0,0,21,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,2,0,0,0,0,0,0,1,21,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,1,0,0,0,1,0,0,0,22,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,7,0,0,0,1,0,0,0,22,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,3,0,0,0,1,0,0,0,22,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,2,0,0,0,1,0,0,0,22,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,6,4,0,1,0,0,0,0,0,22,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,1,0,0,0,0,0,0,1,23,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,143,0,0,0,1,0,0,0,23,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,12,1,0,0,0,0,0,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,7,0,1,0,0,0,0,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,1,0,0,0,1,0,0,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,28,0,0,1,0,0,0,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,4,0,0,1,0,0,0,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,5,1,0,0,0,0,0,1,0,24,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,36,0,0,0,1,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,2,0,0,0,1,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,1,1,0,0,0,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,1,1,0,0,0,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,1,1,0,0,0,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,4,29,0,0,1,0,0,0,0,26,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,2,0,0,1,0,0,0,0,27,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,2,0,0,0,0,0,0,1,27,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,13,0,0,0,1,0,0,0,27,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,6,0,0,0,1,0,0,0,28,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,1,1,0,0,0,0,0,0,28,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,1,1,0,0,0,0,0,0,28,8.2,118704,2019
tt7203552,The Morning Show,0,1,3,3,41,1,0,0,0,0,0,0,28,8.2,118704,2019
